CURIE,Label,Domain,Definition,subPropertyOf,Range,inverseOf
kami:P30240,ima usvojenu pristupnicu za izraz,kami:C10003,"Povezuje izraz s nadziranom riječi ili nizom riječi i/ili drugih oznaka, koja unutar nekog sustava jednoznačno identificira izraz i okuplja podatke o izrazu. ",kami:P30239,kamn:C10013,kamn:P13039
kami:P30241,ima varijantnu pristupnicu za izraz,kami:C10003,"Povezuje izraz s riječi ili nizom riječi ili znakova koji identificiraju izraz unutar određenog sustava, a nisu odabrani za usvojenu pristupnicu.",kami:P30239,kamn:C10013,kamn:P13040
kami:P30242,ima dodatno obilježje izraza,kami:C10003,"Povezuje izraz s riječi, brojkom ili nizom riječi, brojki ili drugih znakova koji služi razlikovanju izrazâ istoga djela.",,,
kami:P30243,ima identifikator izraza,kami:C10003,Povezuje izraz s brojčanom ili slovno-brojčanom oznakom koja unutar određenog sustava jednoznačno identificira izraz djela sadržanog u jedinici građe.,kami:P30238,kamn:C10013,kamn:P13042
kami:P30244,ima napomenu o identifikaciji izraza,kami:C10003,"Povezuje izraz s kratkim tekstom u kojemu se navode objašnjenja i druge pojedinosti o identifikacijskim podacima o izrazu (identifikator izraza, usvojeni naslov izraza, varijantni naslov izraza) i/ili izvorima iz kojih su identifikacijski podaci preuzeti.",kami:P30245,,
kami:P30245,ima napomenu o izrazu,kami:C10003,Povezuje izraz s tekstom koji sadržava pojedinosti o izrazu.,kamjo:P10022,,
kami:P30246,ima napomenu o odnosu izraza i drugih jedinica opisa,kami:C10003,"Povezuje izraz s tekstom koji sadržava pojedinosti o odnosu između izraza i drugog izraza ili više drugih izraza, odnosno izraza i druge ili više drugih jedinica opisa.",kami:P30245,,
kami:P30247,ima oblik sadržaja izraza,kami:C10003,"Povezuje izraz s nadziranim nazivom, identifikatorom ili drugom nadziranom oznakom koja označava vrstu građe s obzirom na znakovni sustav kojim je izražen njezin sadržaj.",,,
kami:P30248,ima ključne riječi,kami:C10003,Povezuje izraz s riječima ili izrazima koji označavaju najvažnije pojmove iz sadržaja teksta ili govora.,,,
kami:P30249,"ima stil, pravac ili razdoblje",kami:C10003,"Povezuje izraz s izrazom, nadziranim nazivom, identifikatorom ili drugom oznakom koja označava stilski pravac, kulturu, umjetnički pokret ili školu kojoj pripada sadržaj jedinice građe.",,,
kami:P30250,"ima napomenu o stilu, pravcu ili razdoblju",kami:C10003,Povezuje izraz s kratkim nestrukturiranim tekstom u kojemu se navode objašnjenja i druge pojedinosti o stilskim obilježjima jedinice građe.,kami:P30245,,
kami:P30251,je izraz predmet djela,kami:C10003,"Povezuje izraz s izrazom, nadziranim nazivom, imenom, naslovom, identifikatorom ili drugom nadziranom oznakom koja označava temu kojom se bavi ili koju prikazuje djelo.
",kami:P30021,kamd:C10002,kamd:P20318
kami:P30252,je kategorija izraza,kami:C10003,Povezuje izraz s vrstom kojoj izraz pripada.,kamjo:P10001,,
